Party,Handle,Tweet,Sentiment
Democrat,RepBarragan,RT @satrazurita: It‰Ûªs a great day in Compton! Shout out @ComptonBulletin &amp;Melina Cervantes 4 the great #coverstory @ComptonECHS GirlsBuildL‰Û_,0.8588
Democrat,RepJayapal,"RT @TeamPelosi: The skyrocketing cost of prescription drugs is an issue Americans want us to confront now. At what point do Trump and Rep‰Û_",-0.1027
Democrat,RepValDemings,"While we grieve the passing of First Lady Barbara Bush, we celebrate a life well lived. Thank you Mrs. Bush for you‰Û_ https://t.co/g8p9IlUfV8",0.6908
Democrat,RepCharlieCrist,"If FL legislature can pass #gunsafety legislation, Congress can too. Disappointed no #AssaultWeaponsBan and more gu‰Û_ https://t.co/mSDLoK9Vzk",-0.6486
Republican,FinancialCmte,RT @RepSeanDuffy: Chairing the @FinancialCmte Housing and Insurance Subcommittee! Tune in here --&gt; https://t.co/mgdYZRiULr https://t.co/sGO‰Û_,0
Republican,RepMikeTurner,RT @RepPaulTonko: I am deeply grateful to @RepMikeTurner for his support of #HR4005: Medicaid Reentry Act.,0.8221
Democrat,CongressmanRaja,"Last week, Senator @CoryBooker and I introduced the Help Students Vote Act to help eliminate the challenges to voti‰Û_ https://t.co/HbQeDu93RL",0.6908
Republican,RulesReps,@RepByrne is managing the rule on the Hydropower Policy Modernization Act &amp; Save Local Business Act. Watch here: https://t.co/2EugfqTppm,0.4939
Democrat,RepOHalleran,I introduced the DinÌ© College Act with @RepLujanGrisham to provide funding to improve higher education opportunitie‰Û_ https://t.co/GfySVtiSG0,0.4404
Republican,MarioDB,Congratulations to these dedicated young men and their coaches! https://t.co/5PkYSxPLJf,0.8016
Democrat,RepBRochester,"I believe that everyone deserves access to nutritious and healthy food, and I will work alongside my colleagues on‰Û_ https://t.co/sS4xctG3AU",0.4019
Democrat,RepJackyRosen,"Great meeting with @nevadabar President Gene Leverty, who stopped by my office today to discuss funding for‰Û_ https://t.co/OVLXUNDOfc",0.4939
Republican,RepBillJohnson,"Rev. Graham had a long, impactful, and incredible journey on Earth, and I know he is finally at home in Heaven with‰Û_ https://t.co/j92hcD2eoC",0.5106
Democrat,RepRoKhanna,1/2 -- The many contributions that Asians and Pacific Islanders have made to the community in Silicon Valley and to‰Û_ https://t.co/9lYiTkbzq2,0
Democrat,RepRoKhanna,"It is vital that we have proper methods of informing American youth about how to deal with bullying, both on and of‰Û_ https://t.co/9g4AFvP50E",-0.4019
Democrat,DonaldNorcross,"""When the #ParklandStudents started advocating, other students acknowledged that we too have a voice, we have a rig‰Û_ https://t.co/JYvY3MvINq",0
Republican,RepFredUpton,RT @HBPW_News: @RepFredUpton visited @hollandenergypk yesterday to tour the plant &amp; Visitor‰Ûªs Center. Thanks for visiting! https://t.co/LTC‰Û_,0.4926
Republican,RepSmucker,This week is #NationalPoliceWeek - where we show our appreciation for the brave men and women who put on the blue u‰Û_ https://t.co/s2gTtp3crK,0.7717
Democrat,RepJackyRosen,I enjoyed meeting with the Nevada Cattlemen's Association to hear from them about how ranching plays a pivotal role‰Û_ https://t.co/iduOzacojh,0.6486
Republican,RepGoodlatte,Thanks to the folks at Page One food pantry and thrift shop in Luray for showing me around recently! They‰Ûªre provid‰Û_ https://t.co/FugTFtm00v,0.4926
Democrat,RepCarbajal,BIG NEWS: Proud to announce that Congress passed my request to fix ‰ÛÏfire-borrowing‰Ûù in this year‰Ûªs appropriations p‰Û_ https://t.co/2Owpogm0c3,0.4767
Republican,RepMikeTurner,Proud to join @RepMcSally in supporting efforts to restore #readiness. #READ more via @RiponAdvance:‰Û_ https://t.co/e5J8lktBet,0.8555
Republican,RepSteveStivers,Great piece by @HumaneSociety about how service dogs can help our vets. Proud to partner with @RepTimWalz on HR2225. https://t.co/vjtgLYBTFg,0.872
Republican,RepMikeTurner,There is something wrong with the systems that our pilots are relying on for their lives. #READ more about the hear‰Û_ https://t.co/PvBJQsV1uo,-0.4767
Democrat,CongressmanRaja,It's way past time. https://t.co/l8oSxeziWm,0
Democrat,RepTedLieu,This is yet another example of the @realDonaldTrump Administration talking a big game on national security but taki‰Û_ https://t.co/X8PcWEMKni,0.1779
Democrat,RepPeteAguilar,"Mr. President, if you‰Ûªre serious about finding a solution for these young people, then you‰Ûªll join us in supporting‰Û_ https://t.co/WNlf6F487g",0.4939
Democrat,RepJackyRosen,"Great to meet with @AAAJ_AAJC today! Nevada‰Ûªs #AAPI immigrant families make our community stronger, and I'm proud t‰Û_ https://t.co/7DjyYsRKeq",0.8777
Democrat,RepTomSuozzi,"Great to have these guys, from @boilermakernews, stop by my office again! Last May they came by &amp;, after talking &amp;‰Û_ https://t.co/068ELwQnoV",0.4926
Democrat,RepDarrenSoto,RT @EmgageActionFL: @RepDarrenSoto addressing our team as we prepare to #Emgagethehill @emgageaction https://t.co/DFZxz2Uu3U,0
Republican,RepMcClintock,Ben Franklin‰Ûªs Wisdom,0.5267
Republican,RepKayGranger,RT @USAID: On #WorldMalariaDay are you #ReadyToBeatMalaria? We are. Read about @PMIgov investments to #EndMalaria in our 12th Annual Report‰Û_,0
Republican,Transport,Chairman Shuster Q&amp;A with @myTDOT Commissioner John Schroer highlights the importance of the federal role in provid‰Û_ https://t.co/hOtts0dMKB,0.3612
Republican,RepMikeTurner,"RT @AnaCabrera: ""This memo isn‰Ûªt about the special investigation or Trump but about one incident of Hillary Clinton‰Ûªs campaign materials be‰Û_",0.2144
Republican,SteveKingIA,RT @USCCB: USCCB President Offers Condolences on the Death of the Rev. Billy Graham,-0.5994
Republican,DrPhilRoe,What a joy it was to join @DollyParton this week as she dedicated her 100 millionth @DollysLibrary book to the‰Û_ https://t.co/0euO6uukLe,0.8402
Democrat,RepJimmyPanetta,"My amendment, directing #SecDef to brief #HASC on potential ways in which the @DeptofDefense can appropriately inte‰Û_ https://t.co/7o6kws9jWK",0
Democrat,RepMcEachin,#FACT: Toxic waste and pollution have plagued marginalized communities causing serious health concerns for far too‰Û_ https://t.co/aXXu1baqwP,-0.4767
Republican,repdonyoung,"Proud to join AKns in support of opening ANWR‰Ûªs 1002 to resource development. Good for AK, good for the nation.‰Û_ https://t.co/FgrHgesHMP",0.9153
Democrat,RepBarragan,Compton! Come join me this Sunday for Play Catch With Your Congresswoman! We will be meeting at 4pm at Wilson Park‰Û_ https://t.co/41knnUJGkB,0.6351
Democrat,RepBRochester,"So, my question for @HouseAgNews is: If you‰Ûªre concerned with ‰ÛÏgetting the policy right,‰Ûù then why aren‰Ûªt we taking‰Û_ https://t.co/iYJKqgALz6",0
Democrat,RepDarrenSoto,"RT @GWULULAC: ‰ÛÏIt can‰Ûªt just be a tweet, or a Facebook post. It takes continual effort to make change. If you don‰Ûªt vote and you don‰Ûªt spea‰Û_",0
Republican,RepMcClintock,"Next #CA04 #townhall:  Angels Camp Wed Sept. 20 6PM.  Bret Harte High School Gym, 364 Murphys Grade Road.  https://t.co/Hurogh4ZnF",0
Republican,RepMimiWalters,#TaxReform has resulted in nearly $30 billion in increased income for millions of Americans. Middle-class families‰Û_ https://t.co/QPsaA9kuDH,0.2732
Republican,RepMimiWalters,My thoughts &amp; prayers are with the families and loved ones of the crew onboard today‰Ûªs military plane crash in Georgia.,0.296
Republican,DrPhilRoe,Happy Mother‰Ûªs Day to all the wonderful mothers out there. Wishing you all a blessed day! https://t.co/CuNK4k48fY,0.9259
Democrat,RepTomSuozzi,Tom &amp; the Trades! Today I worked w/apprentices being trained by @IBEWLU25 &amp; LI‰Ûªs @necanet - We need well-trained wo‰Û_ https://t.co/U6p76bcy8w,0
Republican,MarioDB,Felicito @EVE_MUNDIAL y a los jovenes organizadores del 1er Foro Juventud y Democracia. Siempre contarÌÁn conmigo en‰Û_ https://t.co/SMZctLf1YD,0
Republican,JudgeTedPoe,Great move to protect our borders by AG Sessions- approval of 8 new Assistant US Attorney positions have been opene‰Û_ https://t.co/HFHIUUyIBp,0.8689
Democrat,RepPeteAguilar,"From my family to yours, Merry Christmas! Wishing everyone a safe and happy holiday.",0.9324
Republican,RepDianeBlack,No one should ever be forced to participate in the killing of an unborn child. I urge @SpeakerRyan and @GOPLeader t‰Û_ https://t.co/eXWdZNUQxN,-0.8625
Republican,RepMikeTurner,"#BehindTheScenes talking with media and @POTUS #SotU guests from #OH10‰Ûªs Staub Manufacturing Solutions, which has b‰Û_ https://t.co/cbCurNmcMi",0.1779
Republican,RepFredUpton,"Joining @WKZONews live now to discuss troubling #Line5 developments, the #ZuckerbergHearing, &amp; more. Tune in &gt;&gt; https://t.co/tA8A5cAF2J",-0.5423
Democrat,DonaldNorcross,"Such an honor to speak at the @AlicePaulInstit Awards w/outstanding women - @NJAFLCIO's Laurel Brennan, @NJNAACP's‰Û_ https://t.co/IJMCfBATQH",0.7351
Republican,SteveKingIA,I have read the memo. The sickening reality has set in. I no longer hold out hope there is an innocent explanation‰Û_ https://t.co/Q3uYCHZJLj,-0.0772
Democrat,RepRoKhanna,RT @Nextgov: Bill from @RepRoKhanna and @RepRatcliffe would set 2-year deadline for agencies to get digital: https://t.co/GJyb39N4Gm https:‰Û_,0
Democrat,RepValDemings,Thank you to @jstreetdotorg for stopping by my office today to continue your advocacy for peace and for the securit‰Û_ https://t.co/Ifs0CSWupf,0.6597
Democrat,RepCharlieCrist,"Saddened to hear of the passing of Congresswoman Louise Slaughter, a great public servant. She will be missed in th‰Û_ https://t.co/zui778xUwj",-0.128
Republican,SteveKingIA,National Right to Life needs to reverse a strategy that concedes the lives of ONE million babies a year out of defe‰Û_ https://t.co/inYgoca3pX,0
Democrat,RepJoshG,Thank you to @McDonalds employees and leaders for showing me the ropes and taking the time to discuss creating jobs‰Û_ https://t.co/flUK7OcOzH,0.5719
Republican,RepMimiWalters,"The House has made great strides in combating sex trafficking by passing #FOSTA + my amendment, but there is still‰Û_ https://t.co/B5mg3A9kPe",0.3716
Republican,FinancialCmte,TOMORROW at 10am ET: Semi-annual testimony on the @federalreserve's supervision and regulation of the financial sys‰Û_ https://t.co/C4QKDKBkvp,0
Republican,SteveKingIA,".@IngrahamAngle Your gutless former sponsors need to reflect, what little will be left of God given American Libert‰Û_ https://t.co/esIqzi9uv2",0.2732
Republican,Transport,May marks the 38th annual #BuildingSafetyMonth - a public awareness campaign that focuses on how to create safe and‰Û_ https://t.co/b8xooVQkAQ,0.6124
Democrat,RepValDemings,"Small businesses and entrepreneurs want to see their taxes simplified. However, just 7% of small businesses who tho‰Û_ https://t.co/d1LRXUeAkC",0.0772
Republican,RepDianeBlack,Pleased to congratulate Oliver North on being selected as the incoming President of the @NRA! The Constitution sets‰Û_ https://t.co/LHglZOaDga,0.75
Democrat,RepJackyRosen,Congratulations to the @GoldenKnights on making it to the Western Conference finals! Your hard work is paying off!‰Û_ https://t.co/AsNmeBk9Nc,0.6229
Democrat,RepEspaillat,"Thank you #JamesShawJr for your courage, bravery and truly heroic actions that saved lives. https://t.co/6Xx4SO0M8E",0.9531
Republican,Transport,"Read @RepBillShuster's new editorial in the @washtimes: ""#Infrastructure is not a #Republican or #Democratic issue‰Û_ https://t.co/7jLk0oXNJc",0
Democrat,RepRaskin,"Proud of the 24 Blair Blazers selected to represent Maryland at the @YMCA‰Ûªs Conference on National Affairs, which b‰Û_ https://t.co/tN21HARN13",0.4767
Republican,FinancialCmte,Chairman @RepHensarling responds to @CFPB action on Wells Fargo ‰_Á https://t.co/H2CQGWNN9Q #CFPB,0.25
Democrat,RepRoKhanna,"Why we need @SenBooker's #MarijuanaJusticeAct: in NYC, Hispanic and black people are arrested at 5 and 8 times, res‰Û_ https://t.co/0kVTJYgH36",-0.4767
Republican,RepDianeBlack,RT @WaysandMeansGOP: HEARING: At 10AM with @stevenmnuchin1 on President Trump‰Ûªs FY19 budget proposals for @USTreasury. Tune in live _ÙÒ_  http‰Û_,0
Democrat,RepRoKhanna,"RT @RickSmithShow: If you believe that people matter, you need to believe in the federal gov't &amp; their involvement. @RepRoKhanna",0.0258
Republican,RepSteveStivers,"It's #GivingTuesday. As a reminder, you can drop off new and unwrapped toys for the Toys-For-Tots Foundation at any‰Û_ https://t.co/GftHdRU5AJ",-0.2732
Republican,RepMimiWalters,"Today, the House passed the #omnibus to fund the federal gov‰Ûªt, provide critical resources to @DeptofDefense, &amp; giv‰Û_ https://t.co/ObD3s372I5",-0.3182
Republican,RepBillJohnson,My latest op-ed: How SpaceX embodies the importance of the free market @thehill @JobCreatorsUSA https://t.co/lOLvlf8oJu,0.7003
Republican,repdonyoung,"My bill, Native American Energy Act passes cmmte. Empowers tribes &amp; AK Natives to better develop&amp;manage their lands‰Û_ https://t.co/CTnYqcAgRD",0.6124
Republican,Robert_Aderholt,I read the classified House Intelligence Committee memo that details concerns about FISA surveillance abuses by the‰Û_ https://t.co/LAHWX3YQNl,-0.128
Democrat,RepJackyRosen,An attack on solar energy is an attack on the countless hardworking Nevadans &amp; Americans across the country who ben‰Û_ https://t.co/154F55Qvk6,-0.6249
Democrat,RepBRochester,"We celebrate clean air, clean water, and clean land. We only get one Earth, and it's on us to protect the one we ha‰Û_ https://t.co/RoKcz4DcJ0",0.9246
Republican,SteveKingIA,"On @FoxNews just now Juan Williams said, ‰ÛÏThere are lots of ‰Û÷white guys‰Ûª you know I‰Ûªm thinking of Ann Coulter, Mark‰Û_ https://t.co/ySb8lymtWL",0
Democrat,RepBarragan,RT @NRDems: FACT: Nearly 1/2 Latinos in the U.S. live in counties with the worst air pollution. @RepRaulGrijalva and @RepBarragan are talki‰Û_,-0.6249
Democrat,CongressmanRaja,"I led a bipartisan letter to the leaders of the Appropriations Subcommittee on Transportation, Housing and Urban De‰Û_ https://t.co/8HmaZy9pio",0
Democrat,RepBRochester,I stopped by Newark Natural Foods Co-Op for another #SupermarketSaturday. I got to hear from some constituents abou‰Û_ https://t.co/fVUDApDaXT,0.1531
Republican,HouseCommerce,"WATCH: Today we debut our ‰ÛÏPersonal Stories from the Opioid Crisis‰Ûù video series, highlighting individuals and fami‰Û_ https://t.co/CcbEm9ElAo",0
Republican,RepTomGraves,Today we remember and honor the service of all who held our nation‰Ûªs highest office. #PresidentsDay2018 https://t.co/vGaUJRFwOc,0.4939
Republican,RepDianeBlack,BREAKING: A @USGAO report I requested in 2016 on @PPFA reveals more than $1.5 BILLION in taxpayer $ is going to the‰Û_ https://t.co/zLtAijmvFd,0
Democrat,RepOHalleran,"Last December, I joined my colleagues to launch the bipartisan Congressional Reformers Caucus. Our goal is to work‰Û_ https://t.co/MPXKS3gAUb",0
Democrat,CongressmanRaja,@alexburnsNYT (Chastened nodding),0
Republican,HouseCommerce,"In the first full committee markup, E&amp;C advanced 25 bipartisan bills to combat the #opioidcrisis https://t.co/oVmQcKxJI4",-0.1027
Democrat,RepJimmyPanetta,High School students: My office is now accepting entries for the 2018 Congressional Art Competition. All submission‰Û_ https://t.co/HM6lrewwUR,0.3818
Republican,Robert_Aderholt,It was great visiting and talking to @AlfaFarmers Agriculture Leaders for Alabama. Agriculture is one of Alabama's‰Û_ https://t.co/a30Kkf185f,0.6249
Republican,RepBillJohnson,"At Hickey Metal Fabrication in Salem. Family-owned business. Started in a garage, now a major local employer and ha‰Û_ https://t.co/jvmaqpMVHg",0
Republican,RepBillJohnson,Grand re-opening of Downtown Marietta businesses this afternoon...many affected by last week‰Ûªs high water and heavy‰Û_ https://t.co/c1VQCEGjgP,0.34
Democrat,DonaldNorcross,RT @RepTedDeutch: Say their names and remember them. https://t.co/e0J8b3uzg5,0
Republican,RepMimiWalters,https://t.co/OzxlKDS9Al,0
Democrat,RepValDemings,RT @OfficialCBC: .@dgleick https://t.co/OIabWhLE4O,0
Democrat,RepBRochester,"This morning, I was proud to join @BGOV and my colleague @RepWalberg for an engaging conversation about the bill he‰Û_ https://t.co/pVZL1JaVi6",0.7717
Republican,HouseCommerce,"We are now considering H.R. 5554, Animal Drug and Animal Generic Drug User Fee Amendments",0.0772
Republican,CongMikeSimpson,ICYMI: Congressman Simpson cosponsors legislation that protects patients with pre-existing conditions.,0.3182
Democrat,RepMcEachin,#EarthDay https://t.co/GubRgKOsej,0
Democrat,RepLouCorrea,I am disappointed that the @FCC has undone current #NetNeutrality protections. It is clear that #Americans from all‰Û_ https://t.co/nD1z4whx2j,-0.128
Republican,RepGoodlatte,"This week, the House passed the STOP School Violence Act to help protect America‰Ûªs schools from the threat of viole‰Û_ https://t.co/OtFCBDhl7F",-0.7297
Democrat,RepTomSuozzi,Yesterday I had the distinct pleasure to attend the installation of the new President of NY chapter of The Associat‰Û_ https://t.co/c2t4bwxhN8,0.5719
Republican,RepTomGraves,RT @GOPSenFinance: Hundreds of companies are boosting wages and giving bonuses as a result of #taxreform. Here are 10 examples of workforce‰Û_,0.8126
Republican,RepSmucker,Check out my column in today‰Ûªs @LancasterOnline about how we‰Ûªve all worked together to achieve results for our comm‰Û_ https://t.co/zyGxjjcOEq,0
Republican,RepKayGranger,Congress‰Ûªs number one responsibility is to provide for the defense of this nation and this agreement enables us to‰Û_ https://t.co/0kXZsgJVSG,0.6757
Republican,RepFredUpton,RT @TonyWittkowski: Here's the four minutes @RepFredUpton had with #Facebook CEO Mark Zuckerberg earlier today: https://t.co/eVYOCnDLmV,0
Democrat,RepBarragan,@CSULBNewsHub @PresConoley @csulbasigov @TerriCarbaugh @calstate So great to have you come in today to talk about h‰Û_ https://t.co/5vTXTOZUDa,0.659
Republican,RepMikeTurner,My thoughts and prayers are with the Bush family during this difficult time. I had a chance to spend time with Barb‰Û_ https://t.co/dLTbpPYOgL,-0.2204
Republican,MarioDB,I was glad to welcome @SecElaineChao to my @HouseAppropsGOP hearing this afternoon to discuss @USDOT budget priorit‰Û_ https://t.co/VccphVpHyk,0.7184
Democrat,RepBarragan,"Bring out your mitts #CA44! I will be hosting another Play Catch With Your Congresswoman this Sunday, April 22nd fr‰Û_ https://t.co/Xfr3KUWH0d",0.4003
Republican,FinancialCmte,"RT @RepTedBudd: Tune in now, for an update on monetary policy and the state of the economy from @FederalReserve Chairman Jerome Powell. Thi‰Û_",0
Republican,DrPhilRoe,"Under the Tax Cuts and Jobs Act, the vast majority of individuals &amp; families would be able to file their taxes on a‰Û_ https://t.co/Do8H5QPSoa",-0.296
Democrat,CongressmanRaja,Happy Passover to all those celebrating. https://t.co/gWA8sva0zd,0.8126
Democrat,RepValDemings,"This past Feb., 14 students and three staff members, were fatally shot and 14 others were wounded, making the Stone‰Û_ https://t.co/3AkNhUgD2f",-0.6369
Democrat,RepPeteAguilar,This is good news for Dreamers in our community but is another example of the daily uncertainty these young people‰Û_ https://t.co/JMTJZBEOMj,-0.2846
Democrat,RepJimmyPanetta,"This bill will not limit a law-abiding citizen's Second Amendment Rights. Instead, it will expand states‰Ûª ability t‰Û_ https://t.co/sJG7mqdQEl",0.5574
Republican,NatResources,Some things never change. Chairman Bishop has been full of jokes and pranks since his teaching days in the '70s.‰Û_ https://t.co/TbJGFSTHHI,0.25
Democrat,RepValDemings,"(2/) A real IRS agent will NOT call or visit you and demand immediate payment by prepaid debit card, gift card or w‰Û_ https://t.co/RY4iePV2bB",0.34
Democrat,RepCharlieCrist,"Thanks @ConservancySWFL &amp; Captains for Clean Water for being #NowOrNeverglades champions. Together, we can restore‰Û_ https://t.co/8WFuw44kJX",0.8402
Republican,RepMimiWalters,April is #NationalSocialSecurityMonth! It is never too early to start planning for your retirement. Check out‰Û_ https://t.co/T0ZnSQoB4B,0
Democrat,RepStephMurphy,RT @UCF: Onto the semifinals @Jeopardy College Championship! Go Hannah! Knight Nation is cheering you on ‰_Á•üè_ÙÓ_ #WhoURootingFor,0.7772
Republican,RepSteveStivers,"Happy Mother's Day to my amazing mom, Carol. I wouldn't be who I am without you.",0.9042
Republican,repdonyoung,@allie_roseeee https://t.co/lY5vbEmoWv,0
Republican,SteveKingIA,#ReleaseTheMemo  Obama ‰ÛÏGuarantees‰Ûù no corruption in FBI or DOJ in any case! ‰ÛÏGuaranteed. Full stop!‰Ûù,-0.4184
Democrat,RepEspaillat,"Students around the country have stepped up to say #EnoughIsEnough and now it's time that America, and specifically‰Û_ https://t.co/5iWWe2jXZ1",0
Democrat,RepDarrenSoto,We need to ‰ÛÏtransition to low carbon economy‰Ûù,-0.2732
Republican,RepMikeTurner,I'm chairing a #HASC TacAirLand hearing now on combat aviation budget requests. #WATCH live: https://t.co/dGdj9JltZA,-0.34
Democrat,RepMcEachin,Thank you to members of the agricultural community who attended the  inaugural meeting of the 4th Congressional Dis‰Û_ https://t.co/sBhE4BkkV8,0.3612
Republican,RepDianeBlack,RT @WashTimes: Lawmakers call on Trump to cut off Planned Parenthood's Title X funding https://t.co/wqqROetHLt #abortion #life,-0.2732
Republican,RepBillJohnson,"April is National Internship Awareness Month, and I want to thank all of our hardworking interns, in DC and my dist‰Û_ https://t.co/0UP5Q53WeM",0.4215
Republican,RulesReps,The Committee has recessed until the end of this vote series.,0
Democrat,RepStephMurphy,I spoke with @LCF_Orlando about their work to help people who are blind achieve personal independence and learn ski‰Û_ https://t.co/DXHbDzBzVy,0
Democrat,RepKihuen,I'm getting ready to testify before @HouseVetAffairs @VetAffairsDems to discuss #NV04's Veteran community. Watch li‰Û_ https://t.co/kOEequb4vY,0.3612
Democrat,RepStephMurphy,"Today @SenBillNelson, @marcorubio, others in the FL delegation, &amp; I sought to extend the Transitional Shelter Assis‰Û_ https://t.co/eGnAJKkOoV",0.1779
Democrat,RepMcEachin,I could not agree more with President @EmmanuelMacron‰Ûªs statement about the United States rejoining the‰Û_ https://t.co/gPDf0scqxP,0.1754
Democrat,RepPeteAguilar,My full statement on why I voted against the budget agreement: https://t.co/RjOkjzhItO,0.4939
Republican,RepMimiWalters,RT @HouseCommerce: .@RepMimiWalters is engaging Mark Zuckerberg with some important questions about @facebook privacy settings and specific‰Û_,0.4939
Democrat,RepTedLieu,Climate change remains one of the biggest threats facing humanity and we‰Ûªre running out of time to course correct.‰Û_ https://t.co/xyD2pE9XlZ,-0.4215
Democrat,RepJoshG,"Recent accidents in Hoboken, New Jersey, Washington state, South Carolina, and West Virginia, show that our rail sa‰Û_ https://t.co/CqS6H4Z8Sc",-0.3182
Republican,RepGoodlatte,Prayer brings people together and reminds us that we are all created in God's image. I hope you will join me on thi‰Û_ https://t.co/uF5ZstzCN1,0.7269
Democrat,RepRoKhanna,One of my favorite parts of this job is having the opportunity to meet with the residents of #CA17. If you‰Ûªd like t‰Û_ https://t.co/DQnO2mhX9w,0.8074
Republican,RepTomGraves,Great to spend time in Murray County last week! Check out my interview with the @thedailycitizen below https://t.co/jyRmDdowAZ,0.6588
Democrat,RepJoshG,Iran has violated international law by testing long-range ballistic missiles and transferring weapons to terrorist‰Û_ https://t.co/IP5KAlfQTh,-0.743
Democrat,RepRaskin,RT @ConsumerFed: .@RWeintraubCFA introduces consumer advocate @RepRaskin #ConsumerAssembly https://t.co/c3GWxRrwty,0
Democrat,RepLouCorrea,I‰Ûªm calling on @SenFeinstein @SenKamalaHarris to block all @TheJusticeDept nominations until AGSessions reinstates‰Û_ https://t.co/89DGdZBF1U,-0.4404
Democrat,RepTedLieu,Efforts to conserve wildlife &amp; combat wildlife trafficking must remain a priority in Congress. Proud to introduce t‰Û_ https://t.co/8BoV6exvfa,0.1779
Republican,HouseCommerce,TOMORROW: The Nuclear Waste Policy Amendments Act will be on the House Floor!,-0.4753
Democrat,RepJoshG,RT @News12NJ: Rep. Gottheimer tours storm-damaged parts of NJ #NJTonight https://t.co/jefGQ59l8A https://t.co/bBCQzCuimn,0
Democrat,RepBRochester,"RT @UDelPPE: @RepBRochester passionate about building strong communities, taking action. ‰ÛÏNow is the time...‰Ûù https://t.co/FtGi7pAUOi",0.7717
Republican,FinancialCmte,"Chairman @RepHensarling applauds Acting @CFPBDirector Mulvaney‰Ûªs call for review of @CFPB practices, payday lending‰Û_ https://t.co/aW2HBbRLuy",0.34
Republican,repdonyoung,"RT @westerncaucus: Thanks to @SecretaryZinke and the efforts of @repdonyoung, the people of King Cove are finally getting a life-saving roa‰Û_",0.4404
Democrat,DonaldNorcross,"In light of President Trump comparing not clapping for him to treason, here‰Ûªs a good reminder about free speech fro‰Û_ https://t.co/oaPk6p0lW2",0.5106
Republican,RepMikeTurner,RT @cspan: Defense Secretary Mattis (#SecDef) testifies before House Armed Services Cmte (#HASC) ‰ÛÒ LIVE at 9:30am ET on C-SPAN3 https://t.c‰Û_,0.128
Democrat,RepRoKhanna,"RT @NationalNurses: More than 150 NNU nurses from across the U.S. lobbied their reps for #NursesWeek. Now, @RepRoKhanna's Healthcare #Workp‰Û_",0
Democrat,RepStephMurphy,Happy Easter from my family to yours! #EasterSunday https://t.co/Rg0PZUVcgq,0.6114
Democrat,RepKihuen,La decisiÌ_n de incluir una pregunta sobre ciudadanÌ_a en los formularios del censo 2020 tendrÌÁ consecuencias durader‰Û_ https://t.co/Yyzt34wriv,0
Republican,RepMimiWalters,My nephew Andrew married his beautiful bride Christy in Orange County this weekend!  David and I wish them both man‰Û_ https://t.co/y2do1R6bJa,0.784
Republican,RepMcClintock,"""Essential"" Air Service amendment vote this morning in House http://t.co/DmNlk0Dq9l",0
Democrat,RepCharlieCrist,We must #ProtectOurCoasts from another disaster like Deepwater Horizon! https://t.co/aFWqFmTrZP,-0.4389
Democrat,RepPeteAguilar,"Thank you, @HurdOnTheHill.https://t.co/5m3UrDxDYl",0.3612
Republican,RepTomGraves,RT @HouseSmallBiz: _Ù_¬ FEBRUARY 1st _Ù_¬,0.4404
Democrat,RepTedLieu,Separating children from parents as a deterrent to seeking asylum is inhumane and cruel. Seeking asylum is not ille‰Û_ https://t.co/1IY3t31A20,-0.5859
Democrat,RepRoKhanna,RT @RickSmithShow: We're competing with 1.2 billion people in China; we can't afford to write off developing talent in any parts of our cou‰Û_,0.4215
Republican,RepKayGranger,"We must support women of Afghanistan, who after yrs of being banned from public space, have persevered &amp; progressed in extraordinary ways",-0.0772
Republican,RepKayGranger,#DidYouKnow the House is voting today to fund federal programs that keep all American secure?,0.34
Democrat,RepBarragan,"Don't forget to join me this Sunday, April 22nd to Play Catch With Your Congresswoman at Wilson Park in #Compton!‰Û_ https://t.co/vVvrdvyMTt",0.3549
Democrat,RepEspaillat,"RT @NydiaVelazquez: Don't forget - join me, @RepJeffries @RepEspaillat @LegalAidNYC @theNYHC @CSSNYorg  TODAY - at noon on City Hall steps‰Û_",-0.0572
Democrat,RepMcEachin,‰öª @EPAScottPruitt‰Ûªs constant assault on science-based research and efforts to protect children‰Ûªs health is beyond worrisome.,-0.5994
Republican,RepKayGranger,"RT @HouseAppropsGOP: Read Chairman @USRepRodney's full statement on H.J. Res. 123, a Continuing Resolution funding the federal government t‰Û_",0
Republican,NatResources,Environmentalism‰Ûªs Double Standard: Concerns over impacts from #energy projects disappear where ‰ÛÏgreen‰Ûù energy is i‰Û_ https://t.co/rWoYCgQnSB,0.0516
Democrat,RepJoshG,"RT @OpticalSociety: OSA CEO Liz Rogan, #NationalPhotonicsInitiative Chair Ed White from @AIMPhotonics &amp; @RepJoshG at this morning's #Capito‰Û_",0
Republican,CongMikeSimpson,"""I know in my heart that man is good. That what is right will always eventually triumph. And there's purpose and wo‰Û_ https://t.co/Tkpj8xSgjZ",0.7184
Republican,RepMimiWalters,"Happy Mother‰Ûªs Day to my wonderful mother, and all mothers across #CA45! https://t.co/bqGbLctj9d",0.8268
Republican,FinancialCmte,"RT @RepTipton: ICYMI: Yesterday during a @FinancialCmte hearing on the state of the economy, I had the chance to talk about how tax reform‰Û_",0.25
Republican,RepMikeTurner,RT @pdmcleod: I tune out for an hour or so only to find out the functioning of the American government is held up by an Idaho senator becau‰Û_,0
Democrat,RepJayapal,RT @TheDemocrats: These kids could suffer lasting psychological trauma from being physically taken away from their parents. A heartless new‰Û_,-0.8591
