Id,Party,Handle,Tweet,Sentiment,Category,Length
858,Democrat,RepTedDeutch,"“The largest NIH funding commitment in two decades aimed at reducing gun deaths, the second leading cause of fatali… https://t.co/sLzAzoe9Vn",0.0516,GunControl,140
859,Democrat,RepTedDeutch,"Kalashnikov USA, the assault weapons producer based in Pompano, may be violating federal laws by importing gun part… https://t.co/GgEPjKjx0H",-0.9118,GunControl,140
860,Democrat,RepTedDeutch,It is shameful for anyone to attack students – especially survivors of gun violence – with anti-Semitic slurs and N… https://t.co/zpAEHLSjlx,-0.9196,GunControl,140
861,Democrat,AGBecerra,Our Victims' Services Unit offers crime victims &amp; families support and information at every stage of the criminal p… https://t.co/at1LTdaZWG,-0.8316,Incarceration,144
862,Democrat,AGBecerra,"Every student, regardless of immigration status, is entitled to feel safe and secure at school. Families should not… https://t.co/legh9MSwcM",0.7506,Immigration,140
863,Democrat,AGBecerra,"RT @nytpolitics: Pushback to the citizenship question was immediate: Xavier Becerra, California’s attorney general, is suing the Trump admi…",-0.2732,Immigration,140
864,Democrat,AGBecerra,"As AG, I have fought for survivors across CA by working to prosecute traffickers &amp; disrupt the criminal orgs that p… https://t.co/64M74KcIpo",-0.8126,Incarceration,144
865,Democrat,RepJimMcDermott,"RT @allinwithchris: .@RepJimMcDermott: ""The NRA really runs the gun legislation in all legislatures... we can't get gun legislation through…",-0.6517,GunControl,140
866,Democrat,RepSheaPorter,"Please read my op-ed on gun violence and prevention. The youth of America want change, and they won’t be ignored. T… https://t.co/ulapFBsmKt",-0.7351,GunControl,140
867,Democrat,RepSheaPorter,"After rallying with young people who are calling for gun safety legislation, I spoke on the Floor to call for chang… https://t.co/LOOsS9EUPl",0.1027,GunControl,140
868,Democrat,RepSheaPorter,"And yet, they keep happening. Every single week. This cannot continue—we need common sense laws to reduce gun viole… https://t.co/5mKkSrMKXy",-0.34,GunControl,140
869,Democrat,RepSheaPorter,"Year after year, they have banned the Centers for Disease Control and Prevention (CDC) and other federal agencies f… https://t.co/8l0vu6B4iC",-0.4588,GunControl,140
870,Democrat,RepSheaPorter,"After Sandy Hook, parents and communities across the country advocated for safer gun laws, but five years later, th… https://t.co/mHAuvEn78T",0.0516,GunControl,140
871,Democrat,RepSheaPorter,"I am encouraged by yesterday’s decision to block the deportation of 51 of our Indonesian immigrant neighbors, and p… https://t.co/xuH3pEA5iv",-0.1027,Immigration,140
872,Democrat,repdinatitus,"RT @SBGC2C: .@repdinatitus on prospects for immigration reform this year: ""They’re not going to do it now before the election. Republicans…",0.296,Immigration,139
873,Democrat,repdinatitus,RT @FOX5Vegas: Students walked out of class in the Valley to protest gun violence. @CherneyAmharaTV shares their message and why they walke…,-0.743,GunControl,140
874,Democrat,repdinatitus,Republicans pass third bill this week to roll back financial protections instead of taking up gun violence preventi… https://t.co/DeAhpYWSuZ,-0.7579,GunControl,140
875,Democrat,DWStweets,"RT @Bradybuzz: The suspect in the recent Waffle House shooting already had his firearm ID card revoked in Illinois, but that information di…",-0.1531,GunControl,140
876,Democrat,DWStweets,Cities and states across the nation are passing meaningful gun reform laws to keep our students and our streets saf… https://t.co/S3y9OBlyMQ,-0.0258,GunControl,140
877,Democrat,DWStweets,"As the special counsel's criminal investigation escalates, every Member of Congress has a responsibility to send a… https://t.co/pt1tIIyo4F",-0.1779,Incarceration,139
878,Democrat,DWStweets,"RT @CBSMiami: .@DWStweets just introduced a new gun safety measure meant to prevent another school shooting tragedy. She said, 'This is the…",-0.5994,GunControl,140
879,Democrat,DWStweets,It requires more than just a gun to take an innocent life. It also takes bullets. We need to do all we can to make… https://t.co/8UFeo3ZGWL,-0.0679,GunControl,139
880,Democrat,DWStweets,Such an honor to join @TheRAC and @URJorg to speak with students about taking action to prevent gun violence.… https://t.co/PbmYCluwoY,0.4767,GunControl,134
881,Democrat,DWStweets,The NRA (still) wants you to believe that more guns in schools will somehow solve the epidemic of senseless gun vio… https://t.co/CPpJF2btmI,-0.1531,GunControl,140
882,Democrat,DWStweets,"Preventing gun violence requires bold action. Trump has talked tough, but he refuses to back it up. I wish I could say I'm surprised.",0.4854,GunControl,133
883,Democrat,DWStweets,"RT @HadenMedia: Officials, community &amp; faith leaders, &amp; gun safety advocates discuss w/ @DWStweets ways to keep schools safe and guns off s…",0.7269,GunControl,148
884,Democrat,DWStweets,The Florida law that penalizes local communities for taking action to prevent gun violence is absurd. I'm extremely… https://t.co/FOR7ftKocT,-0.7506,GunControl,140
885,Democrat,DWStweets,"The bounds of our gun safety debate may finally be changing. We will not stop until our laws change, too.
https://t.co/cTgZZgvxYL",0.3156,GunControl,129
886,Democrat,DWStweets,"If local communities like Parkland want to enact sensible gun laws to save lives, Tallahassee should get out of the… https://t.co/kUFITJJ94L",0.5574,GunControl,140
887,Democrat,DWStweets,My heart breaks for families in Kentucky and for families all across this nation impacted by senseless gun violence… https://t.co/OXGZ8xZKiZ,-0.34,GunControl,140
888,Democrat,DWStweets,"RT @MomsDemand: Many states have laws that go a step further to protect Americans from gun violence. The NRA's pet policy, ""Concealed Carry…",-0.5994,GunControl,140
889,Democrat,RepRonKind,"As we wake to the horrific news of the mass shooting in Las Vegas our prayers are with the victims, families, and law enforcement officials",-0.7717,GunControl,139
890,Democrat,RepRonKind,Congress needs to take bipartisan action to fix our broken immigration system and make us a stronger and more competitive economy.,0.1263,Immigration,130
891,Democrat,repjoecrowley,The Trump administration’s addition of a citizenship question will only discourage participation and result in an i… https://t.co/B3sKkFUqN0,-0.4215,Immigration,140
892,Democrat,repjoecrowley,"RT @RFKHumanRights: ""New York must lead the nation on criminal justice reform by fixing our broken pretrial system.""

A compelling piece by…",-0.296,Incarceration,140
893,Democrat,repjoecrowley,"New York’s criminal justice system is broken:
 
88% of the city's jailed population is Black or Latino
 
16,000 are… https://t.co/sw9MpOwvGi",-0.743,Incarceration,140
894,Democrat,repjoecrowley,"#NewYork continues to lead the way on combating gun violence, now Congress must do the same. #EndGunViolence… https://t.co/oiHWmn7qF9",-0.7579,GunControl,133
895,Democrat,repjoecrowley,"Tomorrow, I’ll be hosting a #TownhallForOurLives to discuss gun safety reform and efforts to protect our communitie… https://t.co/uGdbjApI4e",0.4588,GunControl,140
896,Democrat,repjoecrowley,Looking forward to an important discussion on gun safety reform at my #TownhallForOurLives on Saturday. Details her… https://t.co/1ULTjibW6G,0.296,GunControl,140
897,Democrat,RepGeneGreen,It is heartbreaking to hear that Attorney General Jeff Sessions and Director of Immigration and Customs Enforcement… https://t.co/AWr6U82QRh,-0.4588,Immigration,140
898,Democrat,LorettaSanchez,"@HouseDemocrats &amp; I read names &amp; held photos of gun violence victims, to request a vote to #DisarmHate #AskDems https://t.co/Y9nqUbAHvD",-0.8316,GunControl,143
899,Democrat,LorettaSanchez,RT @YvetteClarke: FACT: 91 people per day die from gun violence. RT to say it's far past time we #disarmhate. https://t.co/i2FiFALmyd,-0.886,GunControl,133
900,Democrat,LorettaSanchez,.@SpeakerRyan: give the American people a vote on commonsense gun violence legislation. We must act! #NoBillNoBreak https://t.co/7mthGOxjkt,-0.7777,GunControl,139
901,Democrat,LorettaSanchez,Comprehensive #immigration reform is the moral imperative of our nation! America needs a fair &amp; just immigration system! #SCOTUS #DACA #DAPA,0.5972,Immigration,144
902,Democrat,LorettaSanchez,"#SCOTUS deadlock on #DACA &amp; #DAPA is devastating setback for immigrant families, but battle is far from over! #SíSePuede #FightForFamilies",-0.793,Immigration,142
903,Democrat,LorettaSanchez,"Unacceptable that Senate Republicans consciously avoided responsible action on #gunviolence, even after deadliest U.S. mass shooting #Enough",-0.4767,GunControl,140
904,Democrat,LorettaSanchez,"Let's stand in solidarity with the LGBTQ community against hate, gun violence &amp; terrorism #PrayForOrlando https://t.co/Bj2xILHAOl",-0.9274,GunControl,133
905,Democrat,RepDwightEvans,Still waiting for President Trump and his son-in-law Jared Kushner to provide solutions to our criminal justice sys… https://t.co/FTt4BVpcb1,0.1779,Incarceration,140
906,Democrat,RepDwightEvans,Rapper @MeekMill was supposed to spend up to FOUR YEARS in jail for violating his probation. Four years for a minor… https://t.co/isYN2Ggs9P,-0.5423,Incarceration,140
907,Democrat,RepDwightEvans,"RT @DwightEvansPA: Enjoyed my time with @ALDIANews yesterday talking about food insecurity, criminal justice reform and job creation for th…",0.3818,Incarceration,140
908,Democrat,RepDwightEvans,RT @RepDwightEvans: TY @MeekMill for speaking out about the need for Criminal #JusticeReform in PA. As a life-long resident of #Philadelphi…,-0.0173,Incarceration,140
909,Democrat,RepDwightEvans,TY @MeekMill for speaking out about the need for Criminal #JusticeReform in PA. As a life-long resident of… https://t.co/T75SyI9BPM,-0.0173,Incarceration,131
910,Democrat,RepDwightEvans,RT @RepDonnaBullock: ICYMI: PA has 25% of all of the juvenile lifers in the world! We must act now on criminal #JusticeReform. I am working…,-0.5707,Incarceration,140
911,Democrat,RepDwightEvans,"According to @aclupa, #Pennsylvania has the 7th largest prison pop. in the country and HIGHEST incarceration rate i… https://t.co/SjlxPzIxsP",-0.5106,Incarceration,140
912,Democrat,RepDwightEvans,"RT @RepDwightEvans: We need to make strategic investments and help our communities, instead of throwing individuals in jail for small viola…",0.4019,Incarceration,140
913,Democrat,RepDwightEvans,"We need to make strategic investments and help our communities, instead of throwing individuals in jail for small v… https://t.co/0tOVSDqicD",0.4019,Incarceration,140
914,Democrat,RepDwightEvans,RT @RepDonnaBullock: Proud to join @GovernorTomWolf @MeekMill @MichaelGRubin @RepDwightEvans &amp; other leaders today to call for criminal jus…,0.2263,Incarceration,144
915,Democrat,RepDwightEvans,"RT @phillywerise: .@RepDwightEvans: when he was elected in legislature, 5k in prison in 1980. Far more now. #endmassincarceration https://t…",-0.5106,Incarceration,140
916,Democrat,RepGaramendi,I pray that Congress will gain the courage to act in solidarity with every victim of gun violence in America.,0.3612,GunControl,109
917,Democrat,RepSchakowsky,Proud to receive the Moms Demand Action Gun Sense Candidate distinction! https://t.co/fSralygFuD,0.126,GunControl,96
918,Democrat,RepSchakowsky,"We must protect our children, our families, and our communities from the scourge of gun violence. We can start by l… https://t.co/sLgZCT3haA",-0.5994,GunControl,140
919,Democrat,RepSchakowsky,So proud of our Evanston Township High School (ETHS) students taking a stand against gun violence! https://t.co/jQgxy9FM3q,-0.5266,GunControl,122
920,Democrat,RepSchakowsky,"We cannot accept this as the new normal.  Gun violence is a scourge and an epidemic, and it requires bold... https://t.co/qbpaKo8vHW",-0.8264,GunControl,132
921,Democrat,RepSchakowsky,Support the Illinois Gun Dealer Licensing Act!  We need you to help reduce gun violence in Illinois.  If you can... https://t.co/tXyOhyLpJF,-0.5848,GunControl,139
922,Democrat,RepSchakowsky,"Hey everyone--there is a crucial pro-choice action in Schaumburg, which has huge strategic importance, this... https://t.co/1Kzvh3uz7E",0.5859,Abortion,134
923,Democrat,RepJoeCourtney,I am truly inspired by the ‘March For Our Lives’ protests against gun violence taking place across the country and… https://t.co/usesK1dvhz,-0.3182,GunControl,139
924,Democrat,RepPaulTonko,The Trump Administration has also falsified scientific claims to justify restrictions on birth control access. #ScienceMatters,-0.3818,GunControl,126
925,Democrat,RepPaulTonko,Staff at the Centers for Disease Control and Prevention (CDC) were even banned from using the words “evidence-based… https://t.co/rCizwYKuK9,-0.4588,GunControl,140
926,Democrat,repdonnaedwards,"Remembering the 3 killed, 9 injured &amp; all impacted by shooting 1yr ago at @PPRockyMountain clinic in CO Springs.… https://t.co/PgCN71EQFA",-0.802,GunControl,141
927,Democrat,repdonnaedwards,"#OTD in 1994, Republicans gained control of the #HouseofRepresentatives for the first time in 40 years. #YourFuture",0.3818,GunControl,115
928,Democrat,repdonnaedwards,"Over past 2yrs of #GOP House, there has been NO bills to prevent US companies from renouncing their American citizenship to dodge #taxes. 3/",-0.4278,Immigration,140
929,Democrat,BennieGThompson,"RT @DerrickNAACP: Judge rules in favor of @NAACP DACA Lawsuit https://t.co/71hMxTmQYY 

Our nation made a promise to protect undocumented y…",0.6908,Immigration,140
930,Democrat,BennieGThompson,"RT @RepEsty: You see 7,000 pairs of shoes to represent 7,000 children killed due to gun violence since Sandy Hook. I see 7,000 birthdays, h…",-0.9001,GunControl,140
931,Democrat,BennieGThompson,RT @OfficialCBC: “I marvel at some of my colleagues who probably couldn’t hit anything with a gun but they want to stand up and defend peop…,0.1655,GunControl,140
932,Democrat,BennieGThompson,RT @HomelandDems: Ranking Member @BennieGThompson released the following statement in regards to the tragic shooting yesterday at Marjory S…,-0.4588,GunControl,140
933,Democrat,BennieGThompson,"RT @RepDavidEPrice: Americans are dreamers. And Dreamers are Americans. Instead of holding them hostage to your racist immigration agenda,…",-0.6124,Immigration,139
934,Democrat,BennieGThompson,"Republicans control the House, Senate and White House. The American people are well aware who's to blame. We need t… https://t.co/V1FcDr07Wh",-0.0772,GunControl,140
935,Democrat,BennieGThompson,RT @HomelandDems: Homeland Security Committee Ranking Member @BennieGThompson:  Trump 'shithole' comments show racial bias in immigration a…,0.25,Immigration,140
936,Democrat,JacksonLeeTX18,"I support National School Walkout Day, standing united with the young students and leaders against gun violence. We… https://t.co/l7zSdsIyX8",-0.5106,GunControl,140
937,Democrat,JacksonLeeTX18,Trump administration knows that immigration issues are civil matters but have decided to create an unnecessary cris… https://t.co/r8SiRFVLUr,0.4019,Immigration,140
938,Democrat,JacksonLeeTX18,"Like clockwork, it's happened again.  Gun violence can happen anywhere, anytime - the problem will not end on its o… https://t.co/7LfnBQOG83",-0.7717,GunControl,140
939,Democrat,JacksonLeeTX18,Putin's choice to expel diplomats/close the U.S. consulate in St. P'burg is unfortunate - let's be resolved with ou… https://t.co/d37VlNDO7v,-0.6369,Abortion,140
940,Democrat,JacksonLeeTX18,Asking about citizenship reminds me of an uglier time in our history where questions about fair representation were… https://t.co/wYLhQ8mAMJ,-0.2263,Immigration,140
941,Democrat,GerryConnolly,RT @AngelaWoolsey2: Local student activists discuss gun violence and ongoing work of building a movement at town hall with @GerryConnolly h…,-0.7579,GunControl,140
942,Democrat,GerryConnolly,Nice story in @Followfairfax on our Student Town Hall on gun safety last week. Thanks to these young leaders for pu… https://t.co/KEhqJMpLnQ,0.7269,GunControl,140
943,Democrat,GerryConnolly,RT @SarainOakton: At townhall on gun violence. Students organized are on the panel w @GerryConnolly . Good momentum.  @davidhogg111 @StephM…,-0.5574,GunControl,140
944,Democrat,GerryConnolly,RT @YINAinVA: About to get started at Rep. @GerryConnolly's student town hall! #EnoughIsEnough it's time to do the  work to prevent gun vio…,-0.3802,GunControl,140
945,Democrat,GerryConnolly,Join our student town hall on gun safety tomorrow at 7:00 PM at the Providence Community Center. More info below.… https://t.co/pVfRYKiCtr,0.3818,GunControl,138
946,Democrat,GerryConnolly,RT @keng_ch: Listening to congressman @GerryConnolly speak about gun control and NRA opposition. His ABC plan sounds like a great approach.…,0.6369,GunControl,140
947,Democrat,GerryConnolly,"Speaking to @MomsDemand Reston chapter this evening on steps we can take to reduce gun violence. I call it ""ABC."" R… https://t.co/4tK6s2Y7me",-0.7579,GunControl,140
948,Democrat,mikecapuano,I'm inspired by activists demanding common sense gun reform. Students are leading the way @MarchforOurLives and our… https://t.co/kb9cX6MqOm,-0.0258,GunControl,140
949,Democrat,BillPascrell,I was honored to attend #BergenCounty's annual #LawDay celebration. To those who took the Oath of Citizenship today… https://t.co/6HXeYoktqd,0.5859,Immigration,140
950,Democrat,BillPascrell,"Nineteen years ago was a dreadful day. Since the shooting at Columbine HS, we have almost become numb to gun violen… https://t.co/oz1ZocjPwr",-0.7522,GunControl,140
951,Democrat,BillPascrell,Bringing the @CDCgov on board to help combat the gun violence epidemic is a step in the right direction. We need al… https://t.co/NmI0aT9of6,-0.7351,GunControl,140
952,Democrat,BillPascrell,RT @HerbNJDC: Bill Pascrell: President Donald Trump is a 'liar' on mental health checks for gun buyers -- but he's hoping for bipartisan ac…,0.4588,GunControl,140
953,Democrat,BillPascrell,I let the Speaker @HouseGOP have it for showing no leadership on addressing gun violence. 2+ decades of dereliction… https://t.co/a0nobOEBAY,-0.8271,GunControl,140
954,Democrat,louiseslaughter,"It is incredibly easy to buy a gun in the United states, even compared to countries like Russia, Israel, and China.… https://t.co/ktpq58CrrT",0.7264,GunControl,140
955,Democrat,louiseslaughter,"As I said then, thoughts and prayers alone are not enough – we need action to combat the gun violence epidemic. Whi… https://t.co/6YT1vMZAff",-0.872,GunControl,140
956,Democrat,louiseslaughter,#POTUS is once again preventing an immigrant woman from accessing her constitutionally-protected #reprorights. To b… https://t.co/BXeljmok8q,-0.0258,Immigration,140
957,Democrat,RepAdamSmith,@AynRandPaulRyan @PattyMurray @SenatorCantwell @davidhogg111 @NRA We can enact commonsense gun measures that meanin… https://t.co/ujeWBwr4zY,-0.34,GunControl,140
958,Democrat,RepAdamSmith,The practice of separating children from parents as a deterrent to seeking asylum is inhumane &amp; cruel. Seeking asyl… https://t.co/MfhH8C70xc,-0.5859,Immigration,144
959,Democrat,RepAdamSmith,@jeffnuccimixes Thank you for your message. I agree that we need to take action to address gun violence in our comm… https://t.co/J7kJRRLZpG,-0.3612,GunControl,140
960,Democrat,RepAdamSmith,@YourVeganHO @davidhogg111 Thank you for your message. I agree that we need to take action to address gun violence… https://t.co/9j7qpRVNfM,0.3818,GunControl,139
961,Democrat,RepAdamSmith,We’ve had tragedy after tragedy and many of us who are strong advocates for gun control have become discouraged. To… https://t.co/lDFMHmhQff,-0.891,GunControl,140
962,Democrat,RepAdamSmith,I really want to thank the #ParklandStudents for all the leadership they have shown in the gun control debate. They… https://t.co/6qm2bON3VC,0.2398,GunControl,140
963,Democrat,RepAdamSmith,"This loophole has prevented internationally-adopted children, who are now adults, from receiving U.S. citizenship d… https://t.co/TgcZ01A6kt",0.0258,Immigration,140
964,Democrat,RepAdamSmith,We need to do more at all levels of government to effectively combat pervasive gun violence in our communities. I a… https://t.co/9ORYbSX4Ee,-0.7184,GunControl,140
965,Democrat,RepMikeQuigley,"Getting a gun shouldn't be as easy as renting a bike—but in many cases, it is.
 
The Metro #Gun Share Program is a… https://t.co/STflrCo9Qj",-0.383,GunControl,139
966,Democrat,RepMikeQuigley,"Under the guise of a typical audit, DOJ is terminating the Legal Orientation Program (LOP) &amp; Immigration Court Help… https://t.co/XMSCLK95xj",0.128,Immigration,144
967,Democrat,RepJohnLarson,RT @AlessandraNBC: Hundreds of middle &amp; high school students in Hartford walk out of class to protest school &amp; gun violence https://t.co/S4…,-0.8176,GunControl,148
968,Democrat,RepJohnLarson,Our country has been denied a vote on any gun violence prevention measures. Congress remains complicit in gun viole… https://t.co/6JcRegqdTu,-0.8957,GunControl,140
969,Democrat,RepJohnLarson,"Let's listen to President Reagan. We need real immigration reform that reflects our history, our values, and the on… https://t.co/dhElpuM0OS",0.4019,Immigration,140
970,Democrat,RepJohnLarson,"RT @RepEsty: You see 7,000 pairs of shoes to represent 7,000 children killed due to gun violence since Sandy Hook. I see 7,000 birthdays, h…",-0.9001,GunControl,140
971,Democrat,RepJohnLarson,Today the President showed that he is willing to get the job done on preventing another school shooting in our coun… https://t.co/9RMDCWdfMV,-0.0258,GunControl,140
972,Democrat,RepJohnLarson,When the @GOP votes 68 times to repeal the ACA but won’t put one vote on the floor for common sense gun legislation… https://t.co/sfSinHIc8I,-0.4767,GunControl,140
973,Democrat,RepJohnLarson,Proud to see the voices of our youth speaking out and getting louder. @SpeakerRyan call a vote on sensible gun legi… https://t.co/2oTsAuOCEN,0.1779,GunControl,140
974,Democrat,RepJohnLarson,I will continue to demand a vote on sensible gun legislation from my Republican colleagues. We should vote and show… https://t.co/bmImKH4i2h,-0.4404,GunControl,140
975,Democrat,RepJohnLarson,"Horrified to hear the news of the school shooting in Florida. My heart goes out to all the students, faculty, staff… https://t.co/cZN5A6P0UO",-0.5423,GunControl,140
976,Democrat,JuliaBrownley,It was an honor to join all of the people out in Plaza Park this weekend marching for an end to the gun violence ep… https://t.co/sNKYfmq7K1,-0.2732,GunControl,140
977,Democrat,JuliaBrownley,".@ChenForCongress made a difficult choice today. That's real leadership, and I commend him for it. https://t.co/KLYv2VhQj6",0.1027,Abortion,122
978,Democrat,JuliaBrownley,My GOP colleagues’ inability to make progress on keeping our communities safe from gun violence just because they d… https://t.co/T0bOznNtf5,-0.5423,GunControl,140
979,Democrat,JuliaBrownley,We're still on the House floor taking a stand on commonsense gun legislation. Sign our petition to demand action! https://t.co/1VWLXFzaWn,-0.4926,GunControl,137
980,Democrat,JuliaBrownley,We need commonsense gun legislation supported by a majority of the American people! #NoBillNoBreak,-0.1007,GunControl,98
981,Democrat,AlanGrayson,"RT @Alyssa_Milano: Do your children live in a country where gun violence is not something you have to worry about? 

I'm collecting letters…",-0.8555,GunControl,140
982,Democrat,AlanGrayson,"RT @DrDenaGrayson: BWAHAHAHAHA‼️🤣😂🤣

What’s next? The #NRA declares April 2018 as National Gun Violence Awareness Month⁉️ https://t.co/PrRA…",-0.7579,GunControl,140
983,Democrat,RepJerryNadler,"RT @ProChoiceCaucus: As head of @PPFA, @CecileRichards has been one of the strongest allies to the Pro-Choice Caucus, tirelessly supporting…",0.4404,Abortion,140
984,Democrat,RepJerryNadler,"RT @RepValDemings: I'm proud of the students and educators who are continuing to make gun safety a national priority. Today, on the anniver…",0.5423,GunControl,140
985,Democrat,RepJerryNadler,"RT @RepTedDeutch: 19 years have passed since the horrific shooting at Columbine. 

Since then, there have been 85 school shootings, 223 tea…",-0.6597,GunControl,140
986,Democrat,RepJerryNadler,Wendy Vitter’s record on women’s health and the lies she’s spread about  abortion and contraception make her totall… https://t.co/jd2OvltyWE,-0.4215,Abortion,140
987,Democrat,RepJerryNadler,RT @NBCNews: New York AG Schneiderman announces he is filing a lawsuit against the Trump administration over census citizenship question. h…,-0.2263,Immigration,140
988,Democrat,RepJerryNadler,"Amazing to join 175,000 of my fellow New Yorkers and #MarchForOurLives for real gun control.  We in Congress must… https://t.co/MzKy0HT7JG",0.5574,GunControl,138
989,Democrat,RepJerryNadler,It is time to #EndTheLies and ensure women hear the truth about their right to abortion + reproductive health care.… https://t.co/YmBbDv5UTo,0.5994,Abortion,140
990,Democrat,RepJerryNadler,"RT @evanmcmurry: At a subcommittee hearing on ""Preventable Violence in America,"" Rep. Jerry Nadler references this morning's shooting at Ma…",-0.6249,GunControl,140
991,Democrat,USRepMikeDoyle,RT @RepYvetteClarke: Reminder: you revoked President Obama’s required gun checks for those with mental illnesses. https://t.co/KN0DmYI2V3,-0.6808,GunControl,137
992,Democrat,DorisMatsui,Children are still being senselessly exposed to gun violence 19 years after the tragic #Columbine shooting. Congres… https://t.co/gGI7xRx3Sy,-0.8689,GunControl,140
993,Democrat,DorisMatsui,Students across America want and deserve a future free from fear of gun violence. I’m so inspired by their courage… https://t.co/U2cv5enl1j,-0.3832,GunControl,139
994,Democrat,DorisMatsui,"RT @RepTedDeutch: 7,000 pairs of shoes. 7,000 children killed by gun violence since the Sandy Hook massacre in 2012. 

This. Has. To. Stop.…",-0.9001,GunControl,140
995,Democrat,DorisMatsui,Watch the full recording of our Student Town Hall on Gun Violence Prevention at Kennedy High School last week on my… https://t.co/itCtJNT7aJ,-0.7579,GunControl,140
996,Democrat,DorisMatsui,My @EnergyCommerce colleagues &amp; I are calling for multiple hearings on gun violence in America. It’s been three wee… https://t.co/nhGoRbMxON,-0.7579,GunControl,144
997,Democrat,DorisMatsui,200 Democrats and Republicans in Congress support the #ThompsonKing Background Checks bill that will prevent gun vi… https://t.co/vN8zk19wV0,0.1027,GunControl,140
998,Democrat,DorisMatsui,It shouldn’t take another 17 deaths for Congress to finally take action to prevent gun violence. I’m calling on… https://t.co/yb34aeYZ2Y,-0.7506,GunControl,136
999,Democrat,DorisMatsui,Gun violence is a public health crisis that we must do everything we can to prevent. That’s why I support legislati… https://t.co/kKDrat0cqy,-0.8316,GunControl,140
1000,Democrat,DorisMatsui,"RT @HouseDemocrats: Republicans have prevented the CDC from collecting data on gun violence since 1996. If you’re concerned about data, @Sp…",-0.7506,GunControl,140
1001,Democrat,DorisMatsui,"With control of the House, the Senate and the White House, there is no excuse for the GOP to continue to kick the c… https://t.co/FyYyGQNeLf",-0.2263,GunControl,140
1002,Democrat,RepGutierrez,Sessions resumes immigrant legal advice program under pressure from Congress - CNNPolitics https://t.co/z9X302vMP9 https://t.co/DffQZldSzs,-0.1779,Immigration,138
1003,Democrat,RepGutierrez,ICE accused of lying about immigration raids: Tri-Caucus Leaders Call for Hearings/Investigation: WTEN-TV… https://t.co/YLPJDCRk7P,-0.6808,Immigration,130
1004,Democrat,RepGutierrez,RT @shobawadhia: @immcouncil Immigrant Achievement Awards honoring @RepGutierrez followed by our spring Board Meeting https://t.co/7zBoKAho…,0.743,Immigration,140
1005,Democrat,RepGutierrez,RT @AILASoFlorida: @AILASoFlorida proud to honor @RepGutierrez for his support of the immigrant community.  #NDA18 @AILANational #AILAStand…,0.8402,Immigration,140
1006,Democrat,RepGutierrez,Thank you American Immigration Council @immcouncil for the recognition and the warm welcome this evening. Together… https://t.co/Z111SXX4v9,0.7506,Immigration,139
1007,Democrat,RepGutierrez,RT @HispanicCaucus: Deported US vet says he will fight for immigrant rights https://t.co/1Ecai1CkZb,-0.3818,Immigration,99
1008,Democrat,RepGutierrez,It was an honor to address the students today. I have been fighting the gun makers for 25 years in Congress and the… https://t.co/yaYu7fuXap,-0.1779,GunControl,140
1009,Democrat,RepGutierrez,"25 Years Ago Today: 2 freshman congressmen from Chicago make gun control legislation a top priority, responding to… https://t.co/Ra6FXoLEHz",-0.1531,GunControl,139
1010,Democrat,RepGutierrez,"On March 5, the number of Dreamers who become undocumented and unable to work and live here without the constant fe… https://t.co/RTAjukToa7",0.0772,Immigration,140
1011,Democrat,RepMaxineWaters,"The NRA has met its match. While elected officials have all too often bowed down to the pressures of the gun lobby,… https://t.co/VORtTpCTqg",-0.5719,GunControl,140
1012,Democrat,RepMaxineWaters,"Please read my statement on the horrible shooting at the high school in Parkland, FL https://t.co/0eAJetSEp6",-0.296,GunControl,108
1013,Democrat,RepBrianHiggins,"Madeleine HusVar of @NardinAcademy won the People's Choice Award, decided through online voting, for her acrylic pi… https://t.co/bRHRkfnQY2",0.802,Abortion,140
1014,Democrat,RepBrianHiggins,Thanks for stopping by!  Look forward to working with you on federal issues that address gun violence. https://t.co/9boHszBYLr,-0.6696,GunControl,126
1015,Democrat,RepBrianHiggins,The thoughtful questions at @msmacademy produced a respectful conversation on gun violence from several perspective… https://t.co/M4WxIbrfLm,-0.2263,GunControl,140
1016,Democrat,RepBrianHiggins,Joining panel discussion on gun violence and school safety at @msmacademy #enoughisenough https://t.co/lApMOBVBaC,-0.5719,GunControl,113
1017,Democrat,RepBrianHiggins,"In response to gun violence, students spoke up, walked out, rallied, met with leaders and held town halls.  We hear… https://t.co/6rEEVdJwl8",-0.7579,GunControl,140
1018,Democrat,RepBrianHiggins,"Now underway in Western New York, a student-led Town Hall on gun violence and school safety. @weareSFA https://t.co/RS31o2ApIy",-0.5719,GunControl,126
1019,Democrat,RepBrianHiggins,RT @eileenwbfo: Students searching for solutions to gun violence:  https://t.co/nWg4q2SkU5 @weareSFA @RepBrianHiggins,-0.7003,GunControl,117
1020,Democrat,RepBrianHiggins,RT @eileenwbfo: .@RepBrianHiggins held a conversation on gun reform with WNY students @weareSFA. Hear their story Wednesday morning @WBFO h…,-0.34,GunControl,140
1021,Democrat,RepJoseSerrano,I have been actively denouncing @realDonaldTrump's Administrations decision to add a citizenship question to the… https://t.co/adtMsWXTmX,0.3182,Immigration,137
1022,Democrat,RepJoseSerrano,"Including a citizenship question in the #2020Census is unnecessary, unsupported, &amp; a clear attack on communities al… https://t.co/d34fLn2k8U",-0.4939,Immigration,144
