Key,Party,Handle,Tweet,Sentiment,Category
954,Democrat,rosadelauro,"RT @NBCNews: ""Do you believe that we have a crisis with gun violence in our country?""

Education Sec. DeVos responds when asked about gun v…",-0.9186,GunControl
955,Democrat,rosadelauro,I am so proud to stand with students as they say #EnoughisEnough and demand that Congress act to prevent gun violen… https://t.co/WlM1JG5joZ,0.1513,GunControl
956,Democrat,rosadelauro,Students in CT &amp; across the country are standing up and speaking out to end gun violence. Truly inspiring.… https://t.co/pjRof1hgb3,-0.5574,GunControl
957,Democrat,rosadelauro,"RT @RepTedDeutch: 7,000 pairs of shoes. 7,000 children killed by gun violence since the Sandy Hook massacre in 2012. 

This. Has. To. Stop.…",-0.9001,GunControl
958,Democrat,rosadelauro,Congress must act NOW on measures to end gun violence. https://t.co/FTvCS27Cut,-0.7579,GunControl
959,Democrat,rosadelauro,"Americans want action to end #GunViolence. In fact, 97% of gun owners want to see Congress require background check… https://t.co/lnvm2kGBGm",-0.2023,GunControl
960,Democrat,rosadelauro,200 Democrats &amp; Republicans aren’t afraid of the gun lobby and are willing to pass the #ThompsonKing Background Che… https://t.co/CnMl4cXuRe,-0.3182,GunControl
961,Democrat,rosadelauro,RT @nowthisnews: #WhatIf young people hold the power to change our country's gun laws? https://t.co/3TmmOqdnP8,-0.34,GunControl
962,Democrat,RepJohnConyers,It is now @realDonaldTrump’s responsibility to control his impulsive behavior and give diplomacy a chance to work.… https://t.co/51uHy6L1j5,0.25,GunControl
963,Democrat,RepJohnConyers,"DYK: #TPS was est. through Congress by the Immigration Act of 1990? It covers nearly 325,000 TPS holders: https://t.co/1VTRstebEn  #SAVETPS",0.0,Immigration
964,Democrat,RepJohnConyers,"RT @lauradfrancis: .@RepGoodlatte: bill proposes a ""true guestworker program"" w/o path to citizenship for current undocumented ag workers",0.4215,Immigration
965,Democrat,RepJohnConyers,"RT @RepPeteAguilar: .@realDonaldTrump’s attacks on #DREAMers cut to the core of communities, and his extremist immigration ""principles"" wil…",-0.6124,Immigration
966,Democrat,RepJohnConyers,No one should be in jail for months or years pending deportation. We need a humane alternative to indefinite detention.,-0.5719,Incarceration
967,Democrat,RepJohnConyers,"RT @RepThompson: If GOP Congress does nothing, its Leadership is complicit. We must establish a Select Committee on Gun Violence. #EndGunVi…",-0.7579,GunControl
968,Democrat,RepJohnConyers,"@HouseGOP ...adopt legislation designed to actually make Americans safer from gun violence. #Congress must act, and it must do so before...",-0.5719,GunControl
969,Democrat,RepTedDeutch,"Oliver North tried to intimidate the student-survivors simply because they threaten his gun lobby agenda. 

These s… https://t.co/uqvdfDvNKx",-0.6908,GunControl
970,Democrat,RepTedDeutch,"RT @RepTedDeutch: .@NRA pres. Oliver North called gun reform activists “civil terrorists”. 

The NRA will do ANYTHING to protect their inte…",0.0516,GunControl
971,Democrat,RepTedDeutch,"The Jake-Laird Act has bipartisan sponsorship. Democrats and Republicans are both affected by gun violence, and thi… https://t.co/Q2Db5ILikE",-0.7964,GunControl
972,Democrat,RepTedDeutch,".@NRA pres. Oliver North called gun reform activists “civil terrorists”. 

The NRA will do ANYTHING to protect thei… https://t.co/3S84aTzG8n",0.0516,GunControl
973,Democrat,RepTedDeutch,Thanks to my colleagues from both sides of the aisle who are working hard to fight for gun safety @SusanWBrooks… https://t.co/Li2QNJtUPf,0.0772,GunControl
974,Democrat,RepTedDeutch,".@realdonaldtrump says 98% of mass shootings happen in gun free zones.  He’s not even close. Details here:

https://t.co/Ing5BmcsXp",0.2263,GunControl
975,Democrat,RepTedDeutch,"But I thought MORE guns make us MORE safe?  

Maybe the gun companies who run and fund the @NRA don’t care about sa… https://t.co/TQNY6xjj2z",0.6933,GunControl
976,Democrat,RepTedDeutch,Thanks to @cdagw for inviting me to talk about how the gun safety debate is changing &amp; the work we can do together… https://t.co/cuWpOEgnyb,0.6808,GunControl
977,Democrat,RepTedDeutch,"The @NRA raised $2.4 million in March to support candidates who block common-sense gun laws. 

Oh, also, the “All-A… https://t.co/dGNN97RlqU",-0.3818,GunControl
978,Democrat,RepTedDeutch,"On Feb. 14th, 17 students &amp; teachers were killed in another senseless act of gun violence. 

In March, the @NRA pos… https://t.co/RszUM8bYAK",-0.9001,GunControl
979,Democrat,RepTedDeutch,Following the latest deadly mass shooting - this time at a Waffle House - we cannot allow the NRA to continue to bl… https://t.co/K32BNUxwgn,-0.1695,GunControl
980,Democrat,RepTedDeutch,"The @NRA has always mislabeled gun reform efforts as freedom versus tyranny. 

That's nonsense! https://t.co/mvU1HNzPYr",0.1007,GunControl
981,Democrat,RepTedDeutch,"19 years have passed since the horrific shooting at Columbine. 

Since then, there have been 85 school shootings, 2… https://t.co/mc5U4Al02a",-0.6597,GunControl
982,Democrat,RepTedDeutch,"“The largest NIH funding commitment in two decades aimed at reducing gun deaths, the second leading cause of fatali… https://t.co/sLzAzoe9Vn",0.0516,GunControl
983,Democrat,RepTedDeutch,"Kalashnikov USA, the assault weapons producer based in Pompano, may be violating federal laws by importing gun part… https://t.co/GgEPjKjx0H",-0.9118,GunControl
984,Democrat,RepTedDeutch,It is shameful for anyone to attack students – especially survivors of gun violence – with anti-Semitic slurs and N… https://t.co/zpAEHLSjlx,-0.9196,GunControl
985,Democrat,AGBecerra,Our Victims' Services Unit offers crime victims &amp; families support and information at every stage of the criminal p… https://t.co/at1LTdaZWG,-0.8316,Incarceration
986,Democrat,AGBecerra,"Around 250,000 undocumented children ages 3-17 are enrolled in CA public schools, and nearly half of all CA childre… https://t.co/FmDAUqCsy6",0.0,Immigration
987,Democrat,AGBecerra,"Every student, regardless of immigration status, is entitled to feel safe and secure at school. Families should not… https://t.co/legh9MSwcM",0.7506,Immigration
988,Democrat,AGBecerra,"RT @nytpolitics: Pushback to the citizenship question was immediate: Xavier Becerra, California’s attorney general, is suing the Trump admi…",-0.2732,Immigration
989,Democrat,AGBecerra,All Californians – regardless of immigration status – have rights. At a time when the #Trump Administration is sowi… https://t.co/9xkxUwKaCq,0.0,Immigration
990,Democrat,AGBecerra,"As AG, I have fought for survivors across CA by working to prosecute traffickers &amp; disrupt the criminal orgs that p… https://t.co/64M74KcIpo",-0.8126,Incarceration
991,Democrat,RepJimMcDermott,"RT @allinwithchris: .@RepJimMcDermott: ""The NRA really runs the gun legislation in all legislatures... we can't get gun legislation through…",-0.6517,GunControl
992,Democrat,RepSheaPorter,"Please read my op-ed on gun violence and prevention. The youth of America want change, and they won’t be ignored. T… https://t.co/ulapFBsmKt",-0.7351,GunControl
993,Democrat,RepSheaPorter,"After rallying with young people who are calling for gun safety legislation, I spoke on the Floor to call for chang… https://t.co/LOOsS9EUPl",0.1027,GunControl
994,Democrat,RepSheaPorter,"And yet, they keep happening. Every single week. This cannot continue—we need common sense laws to reduce gun viole… https://t.co/5mKkSrMKXy",-0.34,GunControl
995,Democrat,RepSheaPorter,"Year after year, they have banned the Centers for Disease Control and Prevention (CDC) and other federal agencies f… https://t.co/8l0vu6B4iC",-0.4588,GunControl
996,Democrat,RepSheaPorter,"After Sandy Hook, parents and communities across the country advocated for safer gun laws, but five years later, th… https://t.co/mHAuvEn78T",0.0516,GunControl
997,Democrat,RepSheaPorter,"I am encouraged by yesterday’s decision to block the deportation of 51 of our Indonesian immigrant neighbors, and p… https://t.co/xuH3pEA5iv",-0.1027,Immigration
998,Democrat,repdinatitus,"RT @SBGC2C: .@repdinatitus on prospects for immigration reform this year: ""They’re not going to do it now before the election. Republicans…",0.296,Immigration
999,Democrat,repdinatitus,RT @FOX5Vegas: Students walked out of class in the Valley to protest gun violence. @CherneyAmharaTV shares their message and why they walke…,-0.743,GunControl
1000,Democrat,repdinatitus,Republicans pass third bill this week to roll back financial protections instead of taking up gun violence preventi… https://t.co/DeAhpYWSuZ,-0.7579,GunControl
1001,Democrat,DWStweets,"RT @Bradybuzz: The suspect in the recent Waffle House shooting already had his firearm ID card revoked in Illinois, but that information di…",-0.1531,GunControl
1002,Democrat,DWStweets,Cities and states across the nation are passing meaningful gun reform laws to keep our students and our streets saf… https://t.co/S3y9OBlyMQ,-0.0258,GunControl
1003,Democrat,DWStweets,"As the special counsel's criminal investigation escalates, every Member of Congress has a responsibility to send a… https://t.co/pt1tIIyo4F",-0.1779,Incarceration
1004,Democrat,DWStweets,"RT @CBSMiami: .@DWStweets just introduced a new gun safety measure meant to prevent another school shooting tragedy. She said, 'This is the…",-0.5994,GunControl
1005,Democrat,DWStweets,It requires more than just a gun to take an innocent life. It also takes bullets. We need to do all we can to make… https://t.co/8UFeo3ZGWL,-0.0679,GunControl
1006,Democrat,DWStweets,Such an honor to join @TheRAC and @URJorg to speak with students about taking action to prevent gun violence.… https://t.co/PbmYCluwoY,0.4767,GunControl
1007,Democrat,DWStweets,RT @TIME: TIME's new cover: The school shooting generation has had enough https://t.co/4YI173gqTx https://t.co/7yFEXuVjyb,0.0,GunControl
1008,Democrat,DWStweets,RT @60Minutes: Students are calling for change after the Parkland shooting. A group of survivors of the shooting at Stoneman Douglas High S…,0.0,GunControl
1009,Democrat,DWStweets,The NRA (still) wants you to believe that more guns in schools will somehow solve the epidemic of senseless gun vio… https://t.co/CPpJF2btmI,-0.1531,GunControl
1010,Democrat,DWStweets,"Preventing gun violence requires bold action. Trump has talked tough, but he refuses to back it up. I wish I could say I'm surprised.",0.4854,GunControl
1011,Democrat,DWStweets,"RT @HadenMedia: Officials, community &amp; faith leaders, &amp; gun safety advocates discuss w/ @DWStweets ways to keep schools safe and guns off s…",0.7269,GunControl
1012,Democrat,DWStweets,The Florida law that penalizes local communities for taking action to prevent gun violence is absurd. I'm extremely… https://t.co/FOR7ftKocT,-0.7506,GunControl
1013,Democrat,DWStweets,"The bounds of our gun safety debate may finally be changing. We will not stop until our laws change, too.
https://t.co/cTgZZgvxYL",0.3156,GunControl
1014,Democrat,DWStweets,"If local communities like Parkland want to enact sensible gun laws to save lives, Tallahassee should get out of the… https://t.co/kUFITJJ94L",0.5574,GunControl
1015,Democrat,DWStweets,My heart breaks for families in Kentucky and for families all across this nation impacted by senseless gun violence… https://t.co/OXGZ8xZKiZ,-0.34,GunControl
1016,Democrat,DWStweets,"One year ago, our community became the latest to experience a mass shooting we never thought would happen here. Aft… https://t.co/rfed15jeC1",0.0,GunControl
1017,Democrat,DWStweets,"RT @MomsDemand: Many states have laws that go a step further to protect Americans from gun violence. The NRA's pet policy, ""Concealed Carry…",-0.5994,GunControl
1018,Democrat,RepRonKind,"As we wake to the horrific news of the mass shooting in Las Vegas our prayers are with the victims, families, and law enforcement officials",-0.7717,GunControl
1019,Democrat,RepRonKind,Congress needs to take bipartisan action to fix our broken immigration system and make us a stronger and more competitive economy.,0.1263,Immigration
1020,Democrat,repjoecrowley,The Trump administration’s addition of a citizenship question will only discourage participation and result in an i… https://t.co/B3sKkFUqN0,-0.4215,Immigration
1021,Democrat,repjoecrowley,"RT @RFKHumanRights: ""New York must lead the nation on criminal justice reform by fixing our broken pretrial system.""

A compelling piece by…",-0.296,Incarceration
1022,Democrat,repjoecrowley,"New York’s criminal justice system is broken:
 
88% of the city's jailed population is Black or Latino
 
16,000 are… https://t.co/sw9MpOwvGi",-0.743,Incarceration
1023,Democrat,repjoecrowley,"#NewYork continues to lead the way on combating gun violence, now Congress must do the same. #EndGunViolence… https://t.co/oiHWmn7qF9",-0.7579,GunControl
1024,Democrat,repjoecrowley,Including a citizenship question in the #2020Census will only suppress participation and provide inaccurate data. N… https://t.co/cNFQEPbAuS,0.0,Immigration
1025,Democrat,repjoecrowley,"Tomorrow, I’ll be hosting a #TownhallForOurLives to discuss gun safety reform and efforts to protect our communitie… https://t.co/uGdbjApI4e",0.4588,GunControl
1026,Democrat,repjoecrowley,Looking forward to an important discussion on gun safety reform at my #TownhallForOurLives on Saturday. Details her… https://t.co/1ULTjibW6G,0.296,GunControl
1027,Democrat,RepGeneGreen,It is heartbreaking to hear that Attorney General Jeff Sessions and Director of Immigration and Customs Enforcement… https://t.co/AWr6U82QRh,-0.4588,Immigration
1028,Democrat,RepGeneGreen,The decision to add a citizenship question to the #2020Census will have long-lasting consequences for the future of… https://t.co/jU6w6uNcuM,0.0,Immigration
1029,Democrat,RepGeneGreen,RT @ReadyHarris: FROM @hcfcd | Harris County Flood Control District Begins Drive on $84 million Hurricane Repair Program. More info here ht…,0.0,GunControl
1030,Democrat,RepGeneGreen,The decision to add a citizenship question to the #2020Census will have long-lasting consequences for cities &amp; stat… https://t.co/j393QKlAiV,0.0,Immigration
1031,Democrat,RepGeneGreen,Including a citizenship question in the #2020Census only serves to suppress participation &amp; will result in inaccura… https://t.co/UP3YajRzV0,0.0,Immigration
1032,Democrat,RepGeneGreen,Including a citizenship question to the #2020Census is concerning at a time when the Trump administration has been… https://t.co/P8k3BvzJsw,0.0,Immigration
1033,Democrat,LorettaSanchez,"@HouseDemocrats &amp; I read names &amp; held photos of gun violence victims, to request a vote to #DisarmHate #AskDems https://t.co/Y9nqUbAHvD",-0.8316,GunControl
1034,Democrat,LorettaSanchez,RT @YvetteClarke: FACT: 91 people per day die from gun violence. RT to say it's far past time we #disarmhate. https://t.co/i2FiFALmyd,-0.886,GunControl
1035,Democrat,LorettaSanchez,.@SpeakerRyan: give the American people a vote on commonsense gun violence legislation. We must act! #NoBillNoBreak https://t.co/7mthGOxjkt,-0.7777,GunControl
1036,Democrat,LorettaSanchez,Comprehensive #immigration reform is the moral imperative of our nation! America needs a fair &amp; just immigration system! #SCOTUS #DACA #DAPA,0.5972,Immigration
1037,Democrat,LorettaSanchez,"#SCOTUS deadlock on #DACA &amp; #DAPA is devastating setback for immigrant families, but battle is far from over! #SíSePuede #FightForFamilies",-0.793,Immigration
1038,Democrat,LorettaSanchez,"Unacceptable that Senate Republicans consciously avoided responsible action on #gunviolence, even after deadliest U.S. mass shooting #Enough",-0.4767,GunControl
1039,Democrat,LorettaSanchez,"Let's stand in solidarity with the LGBTQ community against hate, gun violence &amp; terrorism #PrayForOrlando https://t.co/Bj2xILHAOl",-0.9274,GunControl
1040,Democrat,RepDwightEvans,Still waiting for President Trump and his son-in-law Jared Kushner to provide solutions to our criminal justice sys… https://t.co/FTt4BVpcb1,0.1779,Incarceration
1041,Democrat,RepDwightEvans,Rapper @MeekMill was supposed to spend up to FOUR YEARS in jail for violating his probation. Four years for a minor… https://t.co/isYN2Ggs9P,-0.5423,Incarceration
1042,Democrat,RepDwightEvans,"RT @DwightEvansPA: Enjoyed my time with @ALDIANews yesterday talking about food insecurity, criminal justice reform and job creation for th…",0.3818,Incarceration
1043,Democrat,RepDwightEvans,RT @RepDwightEvans: Indivs are being thrown into jail b/c their possession of marijuana. That’s why I co-sponsored @TulsiGabbard &amp; @RepTomG…,0.0,Incarceration
1044,Democrat,RepDwightEvans,RT @RepDwightEvans: TY @MeekMill for speaking out about the need for Criminal #JusticeReform in PA. As a life-long resident of #Philadelphi…,-0.0173,Incarceration
1045,Democrat,RepDwightEvans,TY @MeekMill for speaking out about the need for Criminal #JusticeReform in PA. As a life-long resident of… https://t.co/T75SyI9BPM,-0.0173,Incarceration
1046,Democrat,RepDwightEvans,Indivs are being thrown into jail b/c their possession of marijuana. That’s why I co-sponsored @TulsiGabbard &amp;… https://t.co/oxEGO0jjt4,0.0,Incarceration
1047,Democrat,RepDwightEvans,RT @RepDonnaBullock: ICYMI: PA has 25% of all of the juvenile lifers in the world! We must act now on criminal #JusticeReform. I am working…,-0.5707,Incarceration
1048,Democrat,RepDwightEvans,"According to @aclupa, #Pennsylvania has the 7th largest prison pop. in the country and HIGHEST incarceration rate i… https://t.co/SjlxPzIxsP",-0.5106,Incarceration
1049,Democrat,RepDwightEvans,"RT @RepDwightEvans: We need to make strategic investments and help our communities, instead of throwing individuals in jail for small viola…",0.4019,Incarceration
1050,Democrat,RepDwightEvans,"We need to make strategic investments and help our communities, instead of throwing individuals in jail for small v… https://t.co/0tOVSDqicD",0.4019,Incarceration
1051,Democrat,RepDwightEvans,RT @RepDonnaBullock: Proud to join @GovernorTomWolf @MeekMill @MichaelGRubin @RepDwightEvans &amp; other leaders today to call for criminal jus…,0.2263,Incarceration
1052,Democrat,RepDwightEvans,"RT @phillywerise: .@RepDwightEvans: when he was elected in legislature, 5k in prison in 1980. Far more now. #endmassincarceration https://t…",-0.5106,Incarceration
1053,Democrat,RepDwightEvans,"RT @tictoc: LIVE: @WolfForPA, @RepDonnaBullock, @RepDwightEvans and @MeekMill call for criminal justice reform in Harrisburg, Pennsylvania,…",0.0,Incarceration
1054,Democrat,RepDwightEvans,"RT @tictoc: SOON: @WolfForPA, @RepDonnaBullock, @RepDwightEvans and @MeekMill are holding a news conference calling for criminal justice re…",0.0,Incarceration
1055,Democrat,RepGaramendi,I pray that Congress will gain the courage to act in solidarity with every victim of gun violence in America.,0.3612,GunControl
1056,Democrat,RepSchakowsky,Proud to receive the Moms Demand Action Gun Sense Candidate distinction! https://t.co/fSralygFuD,0.126,GunControl
1057,Democrat,RepSchakowsky,"We must protect our children, our families, and our communities from the scourge of gun violence. We can start by l… https://t.co/sLgZCT3haA",-0.5994,GunControl
1058,Democrat,RepSchakowsky,So proud of our Evanston Township High School (ETHS) students taking a stand against gun violence! https://t.co/jQgxy9FM3q,-0.5266,GunControl
1059,Democrat,RepSchakowsky,"We cannot accept this as the new normal.  Gun violence is a scourge and an epidemic, and it requires bold... https://t.co/qbpaKo8vHW",-0.8264,GunControl
1060,Democrat,RepSchakowsky,Support the Illinois Gun Dealer Licensing Act!  We need you to help reduce gun violence in Illinois.  If you can... https://t.co/tXyOhyLpJF,-0.5848,GunControl
1061,Democrat,RepSchakowsky,"Hey everyone--there is a crucial pro-choice action in Schaumburg, which has huge strategic importance, this... https://t.co/1Kzvh3uz7E",0.5859,Abortion
1062,Democrat,RepJoeCourtney,I am truly inspired by the ‘March For Our Lives’ protests against gun violence taking place across the country and… https://t.co/usesK1dvhz,-0.3182,GunControl
1063,Democrat,RepPaulTonko,The Trump Administration has also falsified scientific claims to justify restrictions on birth control access. #ScienceMatters,-0.3818,GunControl
1064,Democrat,RepPaulTonko,Staff at the Centers for Disease Control and Prevention (CDC) were even banned from using the words “evidence-based… https://t.co/rCizwYKuK9,-0.4588,GunControl
1065,Democrat,repdonnaedwards,"Remembering the 3 killed, 9 injured &amp; all impacted by shooting 1yr ago at @PPRockyMountain clinic in CO Springs.… https://t.co/PgCN71EQFA",-0.802,GunControl
1066,Democrat,repdonnaedwards,"#OTD in 1994, Republicans gained control of the #HouseofRepresentatives for the first time in 40 years. #YourFuture",0.3818,GunControl
1067,Democrat,repdonnaedwards,"Marylanders, it’s #ElectionEve! State website w hours, locations, rumor control info &amp; more: https://t.co/wUnOcRiTK5. #MDvotes2016 #JustDoIt",0.0,GunControl
1068,Democrat,repdonnaedwards,"Over past 2yrs of #GOP House, there has been NO bills to prevent US companies from renouncing their American citizenship to dodge #taxes. 3/",-0.4278,Immigration
1069,Democrat,BennieGThompson,"RT @DerrickNAACP: Judge rules in favor of @NAACP DACA Lawsuit https://t.co/71hMxTmQYY 

Our nation made a promise to protect undocumented y…",0.6908,Immigration
1070,Democrat,BennieGThompson,"RT @RepEsty: You see 7,000 pairs of shoes to represent 7,000 children killed due to gun violence since Sandy Hook. I see 7,000 birthdays, h…",-0.9001,GunControl
1071,Democrat,BennieGThompson,RT @OfficialCBC: “I marvel at some of my colleagues who probably couldn’t hit anything with a gun but they want to stand up and defend peop…,0.1655,GunControl
1072,Democrat,BennieGThompson,RT @HomelandDems: Ranking Member @BennieGThompson released the following statement in regards to the tragic shooting yesterday at Marjory S…,-0.4588,GunControl
1073,Democrat,BennieGThompson,"RT @RepDavidEPrice: Americans are dreamers. And Dreamers are Americans. Instead of holding them hostage to your racist immigration agenda,…",-0.6124,Immigration
1074,Democrat,BennieGThompson,"Republicans control the House, Senate and White House. The American people are well aware who's to blame. We need t… https://t.co/V1FcDr07Wh",-0.0772,GunControl
1075,Democrat,BennieGThompson,RT @HomelandDems: Homeland Security Committee Ranking Member @BennieGThompson:  Trump 'shithole' comments show racial bias in immigration a…,0.25,Immigration
1076,Democrat,JacksonLeeTX18,"I support National School Walkout Day, standing united with the young students and leaders against gun violence. We… https://t.co/l7zSdsIyX8",-0.5106,GunControl
1077,Democrat,JacksonLeeTX18,Trump administration knows that immigration issues are civil matters but have decided to create an unnecessary cris… https://t.co/r8SiRFVLUr,0.4019,Immigration
1078,Democrat,JacksonLeeTX18,"Like clockwork, it's happened again.  Gun violence can happen anywhere, anytime - the problem will not end on its o… https://t.co/7LfnBQOG83",-0.7717,GunControl
1079,Democrat,JacksonLeeTX18,Congresswoman Sheila Jackson Lee calls for federal probe of Houston police shooting https://t.co/qLDYgnyEOW via @HoustonChron,0.0,GunControl
1080,Democrat,JacksonLeeTX18,Putin's choice to expel diplomats/close the U.S. consulate in St. P'burg is unfortunate - let's be resolved with ou… https://t.co/d37VlNDO7v,-0.6369,Abortion
1081,Democrat,JacksonLeeTX18,Asking about citizenship reminds me of an uglier time in our history where questions about fair representation were… https://t.co/wYLhQ8mAMJ,-0.2263,Immigration
1082,Democrat,GerryConnolly,RT @AngelaWoolsey2: Local student activists discuss gun violence and ongoing work of building a movement at town hall with @GerryConnolly h…,-0.7579,GunControl
1083,Democrat,GerryConnolly,Nice story in @Followfairfax on our Student Town Hall on gun safety last week. Thanks to these young leaders for pu… https://t.co/KEhqJMpLnQ,0.7269,GunControl
1084,Democrat,GerryConnolly,RT @FedNewsRadio: @GerryConnolly has some choice words for @realDonaldTrump administration on latest White House proposals to impact feds'…,0.0,Abortion
1085,Democrat,GerryConnolly,RT @mcauseyWFED: @GerryConnolly has some choice words for @realDonaldTrump administration on latest White House proposals to impact feds' r…,0.0,Abortion
1086,Democrat,GerryConnolly,RT @SarainOakton: At townhall on gun violence. Students organized are on the panel w @GerryConnolly . Good momentum.  @davidhogg111 @StephM…,-0.5574,GunControl
1087,Democrat,GerryConnolly,RT @YINAinVA: About to get started at Rep. @GerryConnolly's student town hall! #EnoughIsEnough it's time to do the  work to prevent gun vio…,-0.3802,GunControl
1088,Democrat,GerryConnolly,Join our student town hall on gun safety tomorrow at 7:00 PM at the Providence Community Center. More info below.… https://t.co/pVfRYKiCtr,0.3818,GunControl
1089,Democrat,GerryConnolly,RT @keng_ch: Listening to congressman @GerryConnolly speak about gun control and NRA opposition. His ABC plan sounds like a great approach.…,0.6369,GunControl
1090,Democrat,GerryConnolly,"Speaking to @MomsDemand Reston chapter this evening on steps we can take to reduce gun violence. I call it ""ABC."" R… https://t.co/4tK6s2Y7me",-0.7579,GunControl
1091,Democrat,mikecapuano,I'm inspired by activists demanding common sense gun reform. Students are leading the way @MarchforOurLives and our… https://t.co/kb9cX6MqOm,-0.0258,GunControl
1092,Democrat,BillPascrell,I was honored to attend #BergenCounty's annual #LawDay celebration. To those who took the Oath of Citizenship today… https://t.co/6HXeYoktqd,0.5859,Immigration
1093,Democrat,BillPascrell,"Nineteen years ago was a dreadful day. Since the shooting at Columbine HS, we have almost become numb to gun violen… https://t.co/oz1ZocjPwr",-0.7522,GunControl
1094,Democrat,BillPascrell,Bringing the @CDCgov on board to help combat the gun violence epidemic is a step in the right direction. We need al… https://t.co/NmI0aT9of6,-0.7351,GunControl
1095,Democrat,BillPascrell,RT @HerbNJDC: Bill Pascrell: President Donald Trump is a 'liar' on mental health checks for gun buyers -- but he's hoping for bipartisan ac…,0.4588,GunControl
1096,Democrat,BillPascrell,I let the Speaker @HouseGOP have it for showing no leadership on addressing gun violence. 2+ decades of dereliction… https://t.co/a0nobOEBAY,-0.8271,GunControl
1097,Democrat,louiseslaughter,"It is incredibly easy to buy a gun in the United states, even compared to countries like Russia, Israel, and China.… https://t.co/ktpq58CrrT",0.7264,GunControl
1098,Democrat,louiseslaughter,"As I said then, thoughts and prayers alone are not enough – we need action to combat the gun violence epidemic. Whi… https://t.co/6YT1vMZAff",-0.872,GunControl
1099,Democrat,louiseslaughter,Today marks one year of complete #GOP control of Washington. What does our country have to show for it? A… https://t.co/fvumUKaFoc,0.0,GunControl
1100,Democrat,louiseslaughter,#POTUS is once again preventing an immigrant woman from accessing her constitutionally-protected #reprorights. To b… https://t.co/BXeljmok8q,-0.0258,Immigration
1101,Democrat,RepAdamSmith,@AynRandPaulRyan @PattyMurray @SenatorCantwell @davidhogg111 @NRA We can enact commonsense gun measures that meanin… https://t.co/ujeWBwr4zY,-0.34,GunControl
1102,Democrat,RepAdamSmith,The practice of separating children from parents as a deterrent to seeking asylum is inhumane &amp; cruel. Seeking asyl… https://t.co/MfhH8C70xc,-0.5859,Immigration
1103,Democrat,RepAdamSmith,Including a citizenship question in the #2020Census only serves to suppress participation &amp; will result in inaccura… https://t.co/f6A5vvuimF,0.0,Immigration
1104,Democrat,RepAdamSmith,@jeffnuccimixes Thank you for your message. I agree that we need to take action to address gun violence in our comm… https://t.co/J7kJRRLZpG,-0.3612,GunControl
1105,Democrat,RepAdamSmith,@YourVeganHO @davidhogg111 Thank you for your message. I agree that we need to take action to address gun violence… https://t.co/9j7qpRVNfM,0.3818,GunControl
1106,Democrat,RepAdamSmith,We’ve had tragedy after tragedy and many of us who are strong advocates for gun control have become discouraged. To… https://t.co/lDFMHmhQff,-0.891,GunControl
1107,Democrat,RepAdamSmith,I really want to thank the #ParklandStudents for all the leadership they have shown in the gun control debate. They… https://t.co/6qm2bON3VC,0.2398,GunControl
1108,Democrat,RepAdamSmith,"This loophole has prevented internationally-adopted children, who are now adults, from receiving U.S. citizenship d… https://t.co/TgcZ01A6kt",0.0258,Immigration
1109,Democrat,RepAdamSmith,We need to do more at all levels of government to effectively combat pervasive gun violence in our communities. I a… https://t.co/9ORYbSX4Ee,-0.7184,GunControl
1110,Democrat,RepMikeQuigley,"Getting a gun shouldn't be as easy as renting a bike—but in many cases, it is.
 
The Metro #Gun Share Program is a… https://t.co/STflrCo9Qj",-0.383,GunControl
1111,Democrat,RepMikeQuigley,"Under the guise of a typical audit, DOJ is terminating the Legal Orientation Program (LOP) &amp; Immigration Court Help… https://t.co/XMSCLK95xj",0.128,Immigration
1112,Democrat,RepJohnLarson,RT @AlessandraNBC: Hundreds of middle &amp; high school students in Hartford walk out of class to protest school &amp; gun violence https://t.co/S4…,-0.8176,GunControl
1113,Democrat,RepJohnLarson,RT @SanGomez_News: #NationalSchoolWalkout Hartford Magnet Trinity College Academy students line up with the images of #Parkland shooting vi…,0.0,GunControl
1114,Democrat,RepJohnLarson,Our country has been denied a vote on any gun violence prevention measures. Congress remains complicit in gun viole… https://t.co/6JcRegqdTu,-0.8957,GunControl
1115,Democrat,RepJohnLarson,"Let's listen to President Reagan. We need real immigration reform that reflects our history, our values, and the on… https://t.co/dhElpuM0OS",0.4019,Immigration
1116,Democrat,RepJohnLarson,"RT @RepEsty: You see 7,000 pairs of shoes to represent 7,000 children killed due to gun violence since Sandy Hook. I see 7,000 birthdays, h…",-0.9001,GunControl
1117,Democrat,RepJohnLarson,Today the President showed that he is willing to get the job done on preventing another school shooting in our coun… https://t.co/9RMDCWdfMV,-0.0258,GunControl
1118,Democrat,RepJohnLarson,When the @GOP votes 68 times to repeal the ACA but won’t put one vote on the floor for common sense gun legislation… https://t.co/sfSinHIc8I,-0.4767,GunControl
1119,Democrat,RepJohnLarson,Proud to see the voices of our youth speaking out and getting louder. @SpeakerRyan call a vote on sensible gun legi… https://t.co/2oTsAuOCEN,0.1779,GunControl
1120,Democrat,RepJohnLarson,I will continue to demand a vote on sensible gun legislation from my Republican colleagues. We should vote and show… https://t.co/bmImKH4i2h,-0.4404,GunControl
1121,Democrat,RepJohnLarson,"Horrified to hear the news of the school shooting in Florida. My heart goes out to all the students, faculty, staff… https://t.co/cZN5A6P0UO",-0.5423,GunControl
